,index,Category,Category_Gender,Medal,Athlete_Full_Name,Country_IMG_URL,Country_Code,Sport_Event
696,696,100 metres Butterfly,Men,Gold,Caeleb Dressel,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
697,697,100 metres Butterfly,Men,Silver,Kristóf Milák,https://www.olympedia.org/images/flags/HUN.png,HUN,Swimming
698,698,100 metres Butterfly,Men,Bronze,Noè Ponti,https://www.olympedia.org/images/flags/SUI.png,SUI,Swimming
699,699,200 metres Butterfly,Men,Gold,Kristóf Milák,https://www.olympedia.org/images/flags/HUN.png,HUN,Swimming
700,700,200 metres Butterfly,Men,Silver,Tomoru Honda,https://www.olympedia.org/images/flags/JPN.png,JPN,Swimming
701,701,200 metres Butterfly,Men,Bronze,Federico Burdisso,https://www.olympedia.org/images/flags/ITA.png,ITA,Swimming
702,702,200 metres Individual Medley,Men,Gold,Wang Shun,https://www.olympedia.org/images/flags/CHN.png,CHN,Swimming
703,703,200 metres Individual Medley,Men,Silver,Duncan Scott,https://www.olympedia.org/images/flags/GBR.png,GBR,Swimming
704,704,200 metres Individual Medley,Men,Bronze,Jérémy Desplanches,https://www.olympedia.org/images/flags/SUI.png,SUI,Swimming
705,705,400 metres Individual Medley,Men,Gold,Chase Kalisz,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
706,706,400 metres Individual Medley,Men,Silver,Jay Litherland,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
707,707,400 metres Individual Medley,Men,Bronze,Brendon Smith,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
708,708,4 × 100 metres Medley Relay,Men,Gold,United States,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
709,709,4 × 100 metres Medley Relay,Men,Silver,Great Britain,https://www.olympedia.org/images/flags/GBR.png,GBR,Swimming
710,710,4 × 100 metres Medley Relay,Men,Bronze,Italy,https://www.olympedia.org/images/flags/ITA.png,ITA,Swimming
711,711,50 metres Freestyle,Women,Gold,Emma McKeon,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
712,712,50 metres Freestyle,Women,Silver,Sarah Sjöström,https://www.olympedia.org/images/flags/SWE.png,SWE,Swimming
713,713,50 metres Freestyle,Women,Bronze,Pernille Blume,https://www.olympedia.org/images/flags/DEN.png,DEN,Swimming
714,714,100 metres Freestyle,Women,Gold,Emma McKeon,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
715,715,100 metres Freestyle,Women,Silver,Siobhán Haughey,https://www.olympedia.org/images/flags/HKG.png,HKG,Swimming
716,716,100 metres Freestyle,Women,Bronze,Cate Campbell,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
717,717,200 metres Freestyle,Women,Gold,Ariarne Titmus,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
718,718,200 metres Freestyle,Women,Silver,Siobhán Haughey,https://www.olympedia.org/images/flags/HKG.png,HKG,Swimming
719,719,200 metres Freestyle,Women,Bronze,Penny Oleksiak,https://www.olympedia.org/images/flags/CAN.png,CAN,Swimming
720,720,400 metres Freestyle,Women,Gold,Ariarne Titmus,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
721,721,400 metres Freestyle,Women,Silver,Katie Ledecky,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
722,722,400 metres Freestyle,Women,Bronze,Li Bingjie,https://www.olympedia.org/images/flags/CHN.png,CHN,Swimming
723,723,800 metres Freestyle,Women,Gold,Katie Ledecky,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
724,724,800 metres Freestyle,Women,Silver,Ariarne Titmus,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
725,725,800 metres Freestyle,Women,Bronze,Simona Quadarella,https://www.olympedia.org/images/flags/ITA.png,ITA,Swimming
726,726,"1,500 metres Freestyle",Women,Gold,Katie Ledecky,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
727,727,"1,500 metres Freestyle",Women,Silver,Erica Sullivan,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
728,728,"1,500 metres Freestyle",Women,Bronze,Sarah Köhler,https://www.olympedia.org/images/flags/GER.png,GER,Swimming
729,729,4 × 100 metres Freestyle Relay,Women,Gold,Australia,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
730,730,4 × 100 metres Freestyle Relay,Women,Silver,Canada,https://www.olympedia.org/images/flags/CAN.png,CAN,Swimming
731,731,4 × 100 metres Freestyle Relay,Women,Bronze,United States,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
732,732,4 × 200 metres Freestyle Relay,Women,Gold,People's Republic of China,https://www.olympedia.org/images/flags/CHN.png,CHN,Swimming
733,733,4 × 200 metres Freestyle Relay,Women,Silver,United States,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
734,734,4 × 200 metres Freestyle Relay,Women,Bronze,Australia,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
735,735,100 metres Backstroke,Women,Gold,Kaylee McKeown,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
736,736,100 metres Backstroke,Women,Silver,Kylie Masse,https://www.olympedia.org/images/flags/CAN.png,CAN,Swimming
737,737,100 metres Backstroke,Women,Bronze,Regan Smith,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
738,738,200 metres Backstroke,Women,Gold,Kaylee McKeown,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
739,739,200 metres Backstroke,Women,Silver,Kylie Masse,https://www.olympedia.org/images/flags/CAN.png,CAN,Swimming
740,740,200 metres Backstroke,Women,Bronze,Emily Seebohm,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
741,741,100 metres Breaststroke,Women,Gold,Lydia Jacoby,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
742,742,100 metres Breaststroke,Women,Silver,Tatjana Schoenmaker,https://www.olympedia.org/images/flags/RSA.png,RSA,Swimming
743,743,100 metres Breaststroke,Women,Bronze,Lilly King,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
744,744,200 metres Breaststroke,Women,Gold,Tatjana Schoenmaker,https://www.olympedia.org/images/flags/RSA.png,RSA,Swimming
745,745,200 metres Breaststroke,Women,Silver,Lilly King,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
746,746,200 metres Breaststroke,Women,Bronze,Annie Lazor,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
747,747,100 metres Butterfly,Women,Gold,Margaret Mac Neil,https://www.olympedia.org/images/flags/CAN.png,CAN,Swimming
748,748,100 metres Butterfly,Women,Silver,Zhang Yufei,https://www.olympedia.org/images/flags/CHN.png,CHN,Swimming
749,749,100 metres Butterfly,Women,Bronze,Emma McKeon,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
750,750,200 metres Butterfly,Women,Gold,Zhang Yufei,https://www.olympedia.org/images/flags/CHN.png,CHN,Swimming
751,751,200 metres Butterfly,Women,Silver,Regan Smith,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
752,752,200 metres Butterfly,Women,Bronze,Hali Flickinger,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
753,753,200 metres Individual Medley,Women,Gold,Yui Ohashi,https://www.olympedia.org/images/flags/JPN.png,JPN,Swimming
754,754,200 metres Individual Medley,Women,Silver,Alex Walsh,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
755,755,200 metres Individual Medley,Women,Bronze,Kate Douglass,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
756,756,400 metres Individual Medley,Women,Gold,Yui Ohashi,https://www.olympedia.org/images/flags/JPN.png,JPN,Swimming
757,757,400 metres Individual Medley,Women,Silver,Emma Weyant,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
758,758,400 metres Individual Medley,Women,Bronze,Hali Flickinger,https://www.olympedia.org/images/flags/USA.png,USA,Swimming
759,759,4 × 100 metres Medley Relay,Mixed,Gold,Great Britain,https://www.olympedia.org/images/flags/GBR.png,GBR,Swimming
760,760,4 × 100 metres Medley Relay,Mixed,Silver,People's Republic of China,https://www.olympedia.org/images/flags/CHN.png,CHN,Swimming
761,761,4 × 100 metres Medley Relay,Mixed,Bronze,Australia,https://www.olympedia.org/images/flags/AUS.png,AUS,Swimming
762,762,Singles,Men,Gold,Ma Long,https://www.olympedia.org/images/flags/CHN.png,CHN,Table Tennis
763,763,Singles,Men,Silver,Fan Zhendong,https://www.olympedia.org/images/flags/CHN.png,CHN,Table Tennis
764,764,Singles,Men,Bronze,Dimitrij Ovtcharov,https://www.olympedia.org/images/flags/GER.png,GER,Table Tennis
765,765,Singles,Women,Gold,Chen Meng,https://www.olympedia.org/images/flags/CHN.png,CHN,Table Tennis
766,766,Singles,Women,Silver,Sun Yingsha,https://www.olympedia.org/images/flags/CHN.png,CHN,Table Tennis
767,767,Singles,Women,Bronze,Mima Ito,https://www.olympedia.org/images/flags/JPN.png,JPN,Table Tennis
768,768,Team,Women,Gold,People's Republic of China,https://www.olympedia.org/images/flags/CHN.png,CHN,Table Tennis
769,769,Team,Women,Silver,Japan,https://www.olympedia.org/images/flags/JPN.png,JPN,Table Tennis
770,770,Team,Women,Bronze,"Hong Kong, China",https://www.olympedia.org/images/flags/HKG.png,HKG,Table Tennis
771,771,Doubles,Mixed,Gold,Japan,https://www.olympedia.org/images/flags/JPN.png,JPN,Table Tennis
772,772,Doubles,Mixed,Silver,People's Republic of China,https://www.olympedia.org/images/flags/CHN.png,CHN,Table Tennis
773,773,Doubles,Mixed,Bronze,Chinese Taipei,https://www.olympedia.org/images/flags/TPE.png,TPE,Table Tennis
774,774,Flyweight,Men,Gold,Vito Dell'Aquila,https://www.olympedia.org/images/flags/ITA.png,ITA,Taekwondo
775,775,Flyweight,Men,Silver,Mohamed Khalil Jendoubi,https://www.olympedia.org/images/flags/TUN.png,TUN,Taekwondo
776,776,Flyweight,Men,Bronze,Jang Jun,https://www.olympedia.org/images/flags/KOR.png,KOR,Taekwondo
777,777,Flyweight,Men,Bronze,Mikhail Artamonov,https://www.olympedia.org/images/flags/ROC.png,ROC,Taekwondo
778,778,Featherweight,Men,Gold,Ulugbek Rashitov,https://www.olympedia.org/images/flags/UZB.png,UZB,Taekwondo
779,779,Featherweight,Men,Silver,Bradly Sinden,https://www.olympedia.org/images/flags/GBR.png,GBR,Taekwondo
780,780,Featherweight,Men,Bronze,Zhao Shuai,https://www.olympedia.org/images/flags/CHN.png,CHN,Taekwondo
781,781,Featherweight,Men,Bronze,Hakan Reçber,https://www.olympedia.org/images/flags/TUR.png,TUR,Taekwondo
782,782,Welterweight,Men,Gold,Maksim Khramtsov,https://www.olympedia.org/images/flags/ROC.png,ROC,Taekwondo
783,783,Welterweight,Men,Silver,Saleh El-Sharabaty,https://www.olympedia.org/images/flags/JOR.png,JOR,Taekwondo
784,784,Welterweight,Men,Bronze,Toni Kanaet,https://www.olympedia.org/images/flags/CRO.png,CRO,Taekwondo
785,785,Welterweight,Men,Bronze,Seif Eissa,https://www.olympedia.org/images/flags/EGY.png,EGY,Taekwondo
786,786,Heavyweight,Men,Gold,Vladislav Larin,https://www.olympedia.org/images/flags/ROC.png,ROC,Taekwondo
787,787,Heavyweight,Men,Silver,Dejan Georgievski,https://www.olympedia.org/images/flags/MKD.png,MKD,Taekwondo
788,788,Heavyweight,Men,Bronze,Rafael Alba,https://www.olympedia.org/images/flags/CUB.png,CUB,Taekwondo
789,789,Heavyweight,Men,Bronze,In Gyo-Don,https://www.olympedia.org/images/flags/KOR.png,KOR,Taekwondo
790,790,Flyweight,Women,Gold,Panipak Wongpattanakit,https://www.olympedia.org/images/flags/THA.png,THA,Taekwondo
791,791,Flyweight,Women,Silver,Adriana Cerezo,https://www.olympedia.org/images/flags/ESP.png,ESP,Taekwondo
792,792,Flyweight,Women,Bronze,Abishag Semberg,https://www.olympedia.org/images/flags/ISR.png,ISR,Taekwondo
793,793,Flyweight,Women,Bronze,Tijana Bogdanović,https://www.olympedia.org/images/flags/SRB.png,SRB,Taekwondo
794,794,Featherweight,Women,Gold,Anastasija Zolotic,https://www.olympedia.org/images/flags/USA.png,USA,Taekwondo
795,795,Featherweight,Women,Silver,Tatyana Minina,https://www.olympedia.org/images/flags/ROC.png,ROC,Taekwondo
796,796,Featherweight,Women,Bronze,Lo Chia-Ling,https://www.olympedia.org/images/flags/TPE.png,TPE,Taekwondo
797,797,Featherweight,Women,Bronze,Hatice Kübra İlgün,https://www.olympedia.org/images/flags/TUR.png,TUR,Taekwondo
798,798,Welterweight,Women,Gold,Matea Jelić,https://www.olympedia.org/images/flags/CRO.png,CRO,Taekwondo
799,799,Welterweight,Women,Silver,Lauren Williams,https://www.olympedia.org/images/flags/GBR.png,GBR,Taekwondo
800,800,Welterweight,Women,Bronze,Ruth Gbagbi,https://www.olympedia.org/images/flags/CIV.png,CIV,Taekwondo
801,801,Welterweight,Women,Bronze,Hedaya Malak,https://www.olympedia.org/images/flags/EGY.png,EGY,Taekwondo
802,802,Heavyweight,Women,Gold,Milica Mandić,https://www.olympedia.org/images/flags/SRB.png,SRB,Taekwondo
803,803,Heavyweight,Women,Silver,Lee Da-Bin,https://www.olympedia.org/images/flags/KOR.png,KOR,Taekwondo
804,804,Heavyweight,Women,Bronze,Althéa Laurin,https://www.olympedia.org/images/flags/FRA.png,FRA,Taekwondo
805,805,Heavyweight,Women,Bronze,Bianca Walkden,https://www.olympedia.org/images/flags/GBR.png,GBR,Taekwondo
806,806,Singles,Men,Gold,Alexander Zverev,https://www.olympedia.org/images/flags/GER.png,GER,Tennis
807,807,Singles,Men,Silver,Karen Khachanov,https://www.olympedia.org/images/flags/ROC.png,ROC,Tennis
808,808,Singles,Men,Bronze,Pablo Carreño Busta,https://www.olympedia.org/images/flags/ESP.png,ESP,Tennis
809,809,Doubles,Men,Gold,Croatia 1,https://www.olympedia.org/images/flags/CRO.png,CRO,Tennis
810,810,Doubles,Men,Silver,Croatia 2,https://www.olympedia.org/images/flags/CRO.png,CRO,Tennis
811,811,Doubles,Men,Bronze,New Zealand,https://www.olympedia.org/images/flags/NZL.png,NZL,Tennis
812,812,Singles,Women,Gold,Belinda Bencic,https://www.olympedia.org/images/flags/SUI.png,SUI,Tennis
813,813,Singles,Women,Silver,Markéta Vondroušová,https://www.olympedia.org/images/flags/CZE.png,CZE,Tennis
814,814,Singles,Women,Bronze,Elina Svitolina,https://www.olympedia.org/images/flags/UKR.png,UKR,Tennis
815,815,Doubles,Women,Gold,Czech Republic 1,https://www.olympedia.org/images/flags/CZE.png,CZE,Tennis
816,816,Doubles,Women,Silver,Switzerland,https://www.olympedia.org/images/flags/SUI.png,SUI,Tennis
817,817,Doubles,Women,Bronze,Brazil,https://www.olympedia.org/images/flags/BRA.png,BRA,Tennis
818,818,Doubles,Mixed,Gold,Russian Olympic Committee 2,https://www.olympedia.org/images/flags/ROC.png,ROC,Tennis
819,819,Doubles,Mixed,Silver,Russian Olympic Committee 1,https://www.olympedia.org/images/flags/ROC.png,ROC,Tennis
820,820,Doubles,Mixed,Bronze,Australia,https://www.olympedia.org/images/flags/AUS.png,AUS,Tennis
821,821,Individual,Men,Gold,Ivan Litvinovich,https://www.olympedia.org/images/flags/BLR.png,BLR,Trampolining
822,822,Individual,Men,Silver,Dong Dong,https://www.olympedia.org/images/flags/CHN.png,CHN,Trampolining
823,823,Individual,Men,Bronze,Dylan Schmidt,https://www.olympedia.org/images/flags/NZL.png,NZL,Trampolining
824,824,Individual,Women,Gold,Zhu Xueying,https://www.olympedia.org/images/flags/CHN.png,CHN,Trampolining
825,825,Individual,Women,Silver,Liu Lingling,https://www.olympedia.org/images/flags/CHN.png,CHN,Trampolining
826,826,Individual,Women,Bronze,Bryony Page,https://www.olympedia.org/images/flags/GBR.png,GBR,Trampolining
827,827,Olympic Distance,Men,Gold,Kristian Blummenfelt,https://www.olympedia.org/images/flags/NOR.png,NOR,Triathlon
828,828,Olympic Distance,Men,Silver,Alex Yee,https://www.olympedia.org/images/flags/GBR.png,GBR,Triathlon
829,829,Olympic Distance,Men,Bronze,Hayden Wilde,https://www.olympedia.org/images/flags/NZL.png,NZL,Triathlon
830,830,Olympic Distance,Women,Gold,Flora Duffy,https://www.olympedia.org/images/flags/BER.png,BER,Triathlon
831,831,Olympic Distance,Women,Silver,Georgia Taylor-Brown,https://www.olympedia.org/images/flags/GBR.png,GBR,Triathlon
832,832,Olympic Distance,Women,Bronze,Katie Zaferes,https://www.olympedia.org/images/flags/USA.png,USA,Triathlon
833,833,Relay,Mixed,Gold,Great Britain,https://www.olympedia.org/images/flags/GBR.png,GBR,Triathlon
834,834,Relay,Mixed,Silver,United States,https://www.olympedia.org/images/flags/USA.png,USA,Triathlon
835,835,Relay,Mixed,Bronze,France,https://www.olympedia.org/images/flags/FRA.png,FRA,Triathlon
836,836,Featherweight,Men,Gold,Li Fabin,https://www.olympedia.org/images/flags/CHN.png,CHN,Weightlifting
837,837,Featherweight,Men,Silver,Eko Irawan,https://www.olympedia.org/images/flags/INA.png,INA,Weightlifting
838,838,Featherweight,Men,Bronze,Igor Son,https://www.olympedia.org/images/flags/KAZ.png,KAZ,Weightlifting
839,839,Lightweight,Men,Gold,Chen Lijun,https://www.olympedia.org/images/flags/CHN.png,CHN,Weightlifting
840,840,Lightweight,Men,Silver,Luis Javier Mosquera,https://www.olympedia.org/images/flags/COL.png,COL,Weightlifting
841,841,Lightweight,Men,Bronze,Mirko Zanni,https://www.olympedia.org/images/flags/ITA.png,ITA,Weightlifting
842,842,Middleweight,Men,Gold,Shi Zhiyong,https://www.olympedia.org/images/flags/CHN.png,CHN,Weightlifting
843,843,Middleweight,Men,Silver,Julio Mayora,https://www.olympedia.org/images/flags/VEN.png,VEN,Weightlifting
844,844,Middleweight,Men,Bronze,Rahmat Abdullah,https://www.olympedia.org/images/flags/INA.png,INA,Weightlifting
845,845,Light-Heavyweight,Men,Gold,Lu Xiaojun,https://www.olympedia.org/images/flags/CHN.png,CHN,Weightlifting
846,846,Light-Heavyweight,Men,Silver,Zacarías Bonnat,https://www.olympedia.org/images/flags/DOM.png,DOM,Weightlifting
847,847,Light-Heavyweight,Men,Bronze,Antonino Pizzolato,https://www.olympedia.org/images/flags/ITA.png,ITA,Weightlifting
848,848,Middle-Heavyweight,Men,Gold,Fares Ibrahim,https://www.olympedia.org/images/flags/QAT.png,QAT,Weightlifting
849,849,Middle-Heavyweight,Men,Silver,Keydomar Vallenilla,https://www.olympedia.org/images/flags/VEN.png,VEN,Weightlifting
850,850,Middle-Heavyweight,Men,Bronze,Anton Pliesnoi,https://www.olympedia.org/images/flags/GEO.png,GEO,Weightlifting
851,851,Heavyweight,Men,Gold,Akbar Djuraev,https://www.olympedia.org/images/flags/UZB.png,UZB,Weightlifting
852,852,Heavyweight,Men,Silver,Simon Martirosyan,https://www.olympedia.org/images/flags/ARM.png,ARM,Weightlifting
853,853,Heavyweight,Men,Bronze,Artūrs Plēsnieks,https://www.olympedia.org/images/flags/LAT.png,LAT,Weightlifting
854,854,Super-Heavyweight,Men,Gold,Lasha Talakhadze,https://www.olympedia.org/images/flags/GEO.png,GEO,Weightlifting
855,855,Super-Heavyweight,Men,Silver,Ali Davoudi,https://www.olympedia.org/images/flags/IRI.png,IRI,Weightlifting
856,856,Super-Heavyweight,Men,Bronze,Man Asaad,https://www.olympedia.org/images/flags/SYR.png,SYR,Weightlifting
857,857,Flyweight,Women,Gold,Hou Zhihui,https://www.olympedia.org/images/flags/CHN.png,CHN,Weightlifting
858,858,Flyweight,Women,Silver,Mirabai Chanu,https://www.olympedia.org/images/flags/IND.png,IND,Weightlifting
859,859,Flyweight,Women,Bronze,Windy Aisah,https://www.olympedia.org/images/flags/INA.png,INA,Weightlifting
860,860,Featherweight,Women,Gold,Hidilyn Diaz,https://www.olympedia.org/images/flags/PHI.png,PHI,Weightlifting
861,861,Featherweight,Women,Silver,Liao Qiuyun,https://www.olympedia.org/images/flags/CHN.png,CHN,Weightlifting
862,862,Featherweight,Women,Bronze,Zulfiya Chinshanlo,https://www.olympedia.org/images/flags/KAZ.png,KAZ,Weightlifting
863,863,Lightweight,Women,Gold,Kuo Hsing-Chun,https://www.olympedia.org/images/flags/TPE.png,TPE,Weightlifting
864,864,Lightweight,Women,Silver,Polina Guryeva,https://www.olympedia.org/images/flags/TKM.png,TKM,Weightlifting
865,865,Lightweight,Women,Bronze,Mikiko Ando,https://www.olympedia.org/images/flags/JPN.png,JPN,Weightlifting
866,866,Middleweight,Women,Gold,Maude Charron,https://www.olympedia.org/images/flags/CAN.png,CAN,Weightlifting
867,867,Middleweight,Women,Silver,Giorgia Bordignon,https://www.olympedia.org/images/flags/ITA.png,ITA,Weightlifting
868,868,Middleweight,Women,Bronze,Chen Wen-Huei,https://www.olympedia.org/images/flags/TPE.png,TPE,Weightlifting
869,869,Light-Heavyweight,Women,Gold,Neisi Dajomes,https://www.olympedia.org/images/flags/ECU.png,ECU,Weightlifting
870,870,Light-Heavyweight,Women,Silver,Katherine Nye,https://www.olympedia.org/images/flags/USA.png,USA,Weightlifting
871,871,Light-Heavyweight,Women,Bronze,Aremi Fuentes,https://www.olympedia.org/images/flags/MEX.png,MEX,Weightlifting
872,872,Heavyweight,Women,Gold,Wang Zhouyu,https://www.olympedia.org/images/flags/CHN.png,CHN,Weightlifting
873,873,Heavyweight,Women,Silver,Tamara Salazar,https://www.olympedia.org/images/flags/ECU.png,ECU,Weightlifting
874,874,Heavyweight,Women,Bronze,Crismery Santana,https://www.olympedia.org/images/flags/DOM.png,DOM,Weightlifting
875,875,Super-Heavyweight,Women,Gold,Li Wenwen,https://www.olympedia.org/images/flags/CHN.png,CHN,Weightlifting
876,876,Super-Heavyweight,Women,Silver,Emily Campbell,https://www.olympedia.org/images/flags/GBR.png,GBR,Weightlifting
877,877,Super-Heavyweight,Women,Bronze,Sarah Robles,https://www.olympedia.org/images/flags/USA.png,USA,Weightlifting
878,878,"Featherweight, Greco-Roman",Men,Gold,Luis Alberto Orta,https://www.olympedia.org/images/flags/CUB.png,CUB,Wrestling
879,879,"Featherweight, Greco-Roman",Men,Silver,Kenichiro Fumita,https://www.olympedia.org/images/flags/JPN.png,JPN,Wrestling
880,880,"Featherweight, Greco-Roman",Men,Bronze,Walihan Sailike,https://www.olympedia.org/images/flags/CHN.png,CHN,Wrestling
881,881,"Featherweight, Greco-Roman",Men,Bronze,Sergey Yemelin,https://www.olympedia.org/images/flags/ROC.png,ROC,Wrestling
882,882,"Welterweight, Greco-Roman",Men,Gold,Mohammadreza Geraei,https://www.olympedia.org/images/flags/IRI.png,IRI,Wrestling
883,883,"Welterweight, Greco-Roman",Men,Silver,Parviz Nasibov,https://www.olympedia.org/images/flags/UKR.png,UKR,Wrestling
884,884,"Welterweight, Greco-Roman",Men,Bronze,Frank Stäbler,https://www.olympedia.org/images/flags/GER.png,GER,Wrestling
885,885,"Welterweight, Greco-Roman",Men,Bronze,Mohamed Ibrahim El-Sayed,https://www.olympedia.org/images/flags/EGY.png,EGY,Wrestling
886,886,"Middleweight, Greco-Roman",Men,Gold,Tamás Lőrincz,https://www.olympedia.org/images/flags/HUN.png,HUN,Wrestling
887,887,"Middleweight, Greco-Roman",Men,Silver,Akzhol Makhmudov,https://www.olympedia.org/images/flags/KGZ.png,KGZ,Wrestling
888,888,"Middleweight, Greco-Roman",Men,Bronze,Shohei Yabiku,https://www.olympedia.org/images/flags/JPN.png,JPN,Wrestling
889,889,"Middleweight, Greco-Roman",Men,Bronze,Rafig Huseynov,https://www.olympedia.org/images/flags/AZE.png,AZE,Wrestling
890,890,"Light-Heavyweight, Greco-Roman",Men,Gold,Zhan Beleniuk,https://www.olympedia.org/images/flags/UKR.png,UKR,Wrestling
891,891,"Light-Heavyweight, Greco-Roman",Men,Silver,Viktor Lőrincz,https://www.olympedia.org/images/flags/HUN.png,HUN,Wrestling
892,892,"Light-Heavyweight, Greco-Roman",Men,Bronze,Denis Kudla,https://www.olympedia.org/images/flags/GER.png,GER,Wrestling
893,893,"Light-Heavyweight, Greco-Roman",Men,Bronze,Zurabi Datunashvili,https://www.olympedia.org/images/flags/SRB.png,SRB,Wrestling
894,894,"Heavyweight, Greco-Roman",Men,Gold,Musa Yevloyev,https://www.olympedia.org/images/flags/ROC.png,ROC,Wrestling
895,895,"Heavyweight, Greco-Roman",Men,Silver,Artur Aleksanyan,https://www.olympedia.org/images/flags/ARM.png,ARM,Wrestling
896,896,"Heavyweight, Greco-Roman",Men,Bronze,Tadeusz Michalik,https://www.olympedia.org/images/flags/POL.png,POL,Wrestling
897,897,"Heavyweight, Greco-Roman",Men,Bronze,Mohammadhadi Saravi,https://www.olympedia.org/images/flags/IRI.png,IRI,Wrestling
898,898,"Super-Heavyweight, Greco-Roman",Men,Gold,Mijaín López,https://www.olympedia.org/images/flags/CUB.png,CUB,Wrestling
899,899,"Super-Heavyweight, Greco-Roman",Men,Silver,Iakobi Kajaia,https://www.olympedia.org/images/flags/GEO.png,GEO,Wrestling
900,900,"Super-Heavyweight, Greco-Roman",Men,Bronze,Rıza Kayaalp,https://www.olympedia.org/images/flags/TUR.png,TUR,Wrestling
901,901,"Super-Heavyweight, Greco-Roman",Men,Bronze,Sergey Semyonov,https://www.olympedia.org/images/flags/ROC.png,ROC,Wrestling
902,902,"Featherweight, Freestyle",Men,Gold,Zavur Uguyev,https://www.olympedia.org/images/flags/ROC.png,ROC,Wrestling
903,903,"Featherweight, Freestyle",Men,Silver,Kumar Ravi,https://www.olympedia.org/images/flags/IND.png,IND,Wrestling
904,904,"Featherweight, Freestyle",Men,Bronze,Nurislam Sanayev,https://www.olympedia.org/images/flags/KAZ.png,KAZ,Wrestling
905,905,"Featherweight, Freestyle",Men,Bronze,Thomas Gilman,https://www.olympedia.org/images/flags/USA.png,USA,Wrestling
906,906,"Welterweight, Freestyle",Men,Gold,Zaurbek Sidakov,https://www.olympedia.org/images/flags/ROC.png,ROC,Wrestling
907,907,"Welterweight, Freestyle",Men,Silver,Mahamedkhabib Kadzimahamedau,https://www.olympedia.org/images/flags/BLR.png,BLR,Wrestling
908,908,"Welterweight, Freestyle",Men,Bronze,Kyle Dake,https://www.olympedia.org/images/flags/USA.png,USA,Wrestling
909,909,"Welterweight, Freestyle",Men,Bronze,Bekzod Abdurakhmonov,https://www.olympedia.org/images/flags/UZB.png,UZB,Wrestling
910,910,"Light-Heavyweight, Freestyle",Men,Gold,David Taylor,https://www.olympedia.org/images/flags/USA.png,USA,Wrestling
911,911,"Light-Heavyweight, Freestyle",Men,Silver,Hassan Yazdani,https://www.olympedia.org/images/flags/IRI.png,IRI,Wrestling
912,912,"Light-Heavyweight, Freestyle",Men,Bronze,Artur Nayfonov,https://www.olympedia.org/images/flags/ROC.png,ROC,Wrestling
913,913,"Light-Heavyweight, Freestyle",Men,Bronze,Myles Nazem Amine,https://www.olympedia.org/images/flags/SMR.png,SMR,Wrestling
914,914,"Heavyweight, Freestyle",Men,Gold,Abdulrashid Sadulayev,https://www.olympedia.org/images/flags/ROC.png,ROC,Wrestling
915,915,"Heavyweight, Freestyle",Men,Silver,Kyle Snyder,https://www.olympedia.org/images/flags/USA.png,USA,Wrestling
916,916,"Heavyweight, Freestyle",Men,Bronze,Reineris Salas,https://www.olympedia.org/images/flags/CUB.png,CUB,Wrestling
917,917,"Heavyweight, Freestyle",Men,Bronze,Abraham Conyedo,https://www.olympedia.org/images/flags/ITA.png,ITA,Wrestling
918,918,"Super-Heavyweight, Freestyle",Men,Gold,Gable Steveson,https://www.olympedia.org/images/flags/USA.png,USA,Wrestling
919,919,"Super-Heavyweight, Freestyle",Men,Silver,Geno Petriashvili,https://www.olympedia.org/images/flags/GEO.png,GEO,Wrestling
920,920,"Super-Heavyweight, Freestyle",Men,Bronze,Amir Hossein Zare,https://www.olympedia.org/images/flags/IRI.png,IRI,Wrestling
